"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ASNSD1",5.67569476283597e-07,0.307632186886872,0.597,0.261,0.00684999600926673,"4","ASNSD1"
"JADE11",5.72187782877307e-07,0.312611156066668,0.507,0.21,0.00690573435154622,"4","JADE1"
"CNGA3",5.74730748111413e-07,0.279049519919157,0.224,0.056,0.00693642539895665,"4","CNGA3"
"UQCR11",5.75670362944503e-07,0.266255520374928,0.433,0.158,0.00694776561037721,"4","UQCR11"
"NUDT15",5.76415590950285e-07,0.264747439107728,0.418,0.155,0.00695675976717899,"4","NUDT15"
"SCD5",5.76538289206531e-07,0.258712579712295,0.358,0.121,0.00695824061243362,"4","SCD5"
"IL17RD",5.83429406469803e-07,0.35027957683183,0.418,0.162,0.00704140950668405,"4","IL17RD"
"THAP12",5.91545696707762e-07,0.320264728610103,0.358,0.124,0.00713936501356599,"4","THAP12"
"RAB11A",5.94743944495561e-07,0.449637676988356,0.672,0.36,0.00717796466611693,"4","RAB11A"
"SERINC5",5.96164635733611e-07,0.296203922237829,0.299,0.094,0.00719511098866895,"4","SERINC5"
"SOX5",5.98473378894933e-07,0.261264276066447,0.343,0.112,0.00722297520988295,"4","SOX5"
"FAM192A",6.06634662882023e-07,0.462914566129287,0.836,0.59,0.00732147374632314,"4","FAM192A"
"PPP2R2B",6.09570796200913e-07,0.34113223925864,0.328,0.108,0.00735690993934881,"4","PPP2R2B"
"ATP9B",6.24493564683773e-07,0.345492750184852,0.612,0.286,0.00753701283216845,"4","ATP9B"
"TRDMT1",6.38058662554311e-07,0.318073847337293,0.358,0.124,0.00770072999836798,"4","TRDMT1"
"UBE3B",6.38720594725985e-07,0.29419121700021,0.418,0.16,0.00770871885774791,"4","UBE3B"
"GUCA1B1",6.60545010374933e-07,0.311239923243164,0.299,0.094,0.00797211773021506,"4","GUCA1B"
"SPTSSA1",6.66756047482546e-07,0.365724323544553,0.701,0.354,0.00804707873706685,"4","SPTSSA"
"PDIK1L",6.76844326661481e-07,0.32518118015549,0.478,0.192,0.00816883417847741,"4","PDIK1L"
"OGFOD1",6.78475556755301e-07,0.444872728819607,0.448,0.189,0.00818852149447973,"4","OGFOD1"
"FMNL3",6.8527011608799e-07,0.305617952645702,0.373,0.133,0.00827052503106595,"4","FMNL3"
"KLHL8",6.91586218423534e-07,0.272338572426772,0.328,0.106,0.00834675407015364,"4","KLHL8"
"ATP6AP1L",7.00868969462924e-07,0.29627800347438,0.358,0.126,0.00845878759244802,"4","ATP6AP1L"
"BLOC1S2",7.10195949581396e-07,0.282703192313238,0.433,0.165,0.00857135491549786,"4","BLOC1S2"
"ATP2B4",7.40290379975259e-07,0.320894408817346,0.388,0.142,0.0089345645959214,"4","ATP2B4"
"PRR14",7.54467297628219e-07,0.416050450024961,0.522,0.239,0.00910566581507498,"4","PRR14"
"ASH2L",7.58904250556468e-07,0.371484897591516,0.567,0.266,0.00915921539996602,"4","ASH2L"
"BEND7",7.60223777655771e-07,0.332839421380726,0.463,0.189,0.00917514077252751,"4","BEND7"
"HAUS21",7.63601611459405e-07,0.356930473614503,0.582,0.277,0.00921590784870356,"4","HAUS2"
"POLR3C",7.7313563124664e-07,0.274285383632756,0.358,0.124,0.00933097393351569,"4","POLR3C"
"FAM172A1",7.91692831403391e-07,0.44106978394504,0.701,0.415,0.00955494078220752,"4","FAM172A"
"RREB1",7.9314546756347e-07,0.278411582680866,0.358,0.124,0.00957247264802352,"4","RREB1"
"DCAF161",8.18569579349056e-07,0.471077659175626,0.687,0.369,0.00987931625316375,"4","DCAF16"
"BTBD11",8.21413549866351e-07,0.354094607511689,0.687,0.335,0.00991364013333699,"4","BTBD1"
"UBE2B",8.26880337476738e-07,0.517520149269179,0.94,0.879,0.00997961879300675,"4","UBE2B"
"ANKRD11",8.48710032516033e-07,0.405751717150068,0.896,0.858,0.010243081382436,"4","ANKRD11"
"DISP3",8.49177786297161e-07,0.302245377430143,0.373,0.131,0.0102487267028204,"4","DISP3"
"NDUFB2",8.54236142764846e-07,0.380184781593902,0.507,0.227,0.0103097760070289,"4","NDUFB2"
"USP45",8.57153997441725e-07,0.310503091402625,0.478,0.198,0.0103449915951242,"4","USP45"
"GVQW3",8.636752144654e-07,0.411436113215399,0.657,0.32,0.0104236961633829,"4","GVQW3"
"DNM1L",8.66545146966491e-07,0.34729924073099,0.642,0.3,0.0104583333787386,"4","DNM1L"
"KIAA1614",8.67469627993817e-07,0.275578299445992,0.284,0.085,0.0104694909402574,"4","KIAA1614"
"TMOD2",8.72448129959752e-07,0.260763716861441,0.343,0.113,0.0105295764804842,"4","TMOD2"
"PCF111",8.7312253332199e-07,0.42750431006383,0.881,0.613,0.0105377158546631,"4","PCF11"
"EXOSC9",9.07565771828162e-07,0.252307492325024,0.328,0.108,0.0109534113001941,"4","EXOSC9"
"ZSCAN29",9.15724139031257e-07,0.268347899336168,0.418,0.153,0.0110518746339682,"4","ZSCAN29"
"BICRAL",9.16281975201267e-07,0.388566928883173,0.493,0.21,0.0110586071587041,"4","BICRAL"
"RAP2A",9.28436491725034e-07,0.42972501012371,0.642,0.338,0.0112053000186294,"4","RAP2A"
"RANBP9",9.30443484588029e-07,0.362371190462017,0.597,0.284,0.0112295224154929,"4","RANBP9"
"ERCC6L21",9.39475750385551e-07,0.386726528649978,0.687,0.347,0.0113385328314032,"4","ERCC6L2"
"ZNF678",9.42864510406862e-07,0.26735639417187,0.388,0.142,0.0113794317761004,"4","ZNF678"
"RAD54L2",9.88472661441954e-07,0.41389449190385,0.507,0.227,0.0119298765509429,"4","RAD54L2"
"NCAPD3",9.99158784993975e-07,0.256741717375753,0.313,0.099,0.0120588473760923,"4","NCAPD3"
"WDR92",1.01962621355132e-06,0.352412164124643,0.507,0.223,0.0123058687713508,"4","WDR92"
"SCRN3",1.05424518828769e-06,0.342537416189527,0.478,0.2,0.0127236851774442,"4","SCRN3"
"BACH2",1.06502110140736e-06,0.286850923250167,0.284,0.086,0.0128537396728854,"4","BACH2"
"GRB2",1.06990935108554e-06,0.355779015223041,0.657,0.317,0.0129127359582514,"4","GRB2"
"ATP6V0B",1.07101552091988e-06,0.3164925898697,0.582,0.259,0.012926086321982,"4","ATP6V0B"
"FCHSD21",1.09510887819172e-06,0.418922532396301,0.657,0.344,0.0132168690508959,"4","FCHSD2"
"GATC",1.09660099389909e-06,0.286442510207047,0.388,0.144,0.0132348773953681,"4","GATC"
"TMEM178A",1.10020325395521e-06,0.311502145248283,0.537,0.237,0.0132783530719855,"4","TMEM178A"
"HCN1",1.10701991518923e-06,0.315142822460355,0.358,0.131,0.0133606233564188,"4","HCN1"
"ZNF462",1.13969962913688e-06,0.388531589931295,0.821,0.543,0.013755034824053,"4","ZNF462"
"MAGI3",1.15542697262686e-06,0.284667557488809,0.552,0.239,0.0139448481326336,"4","MAGI3"
"CD2001",1.15740453814372e-06,0.403942464764725,0.463,0.198,0.0139687153708566,"4","CD200"
"ZNF184",1.17176475728745e-06,0.347137222083968,0.403,0.155,0.0141420288557023,"4","ZNF184"
"ZNF326",1.1801612740321e-06,0.451113668793752,0.761,0.505,0.0142433664162934,"4","ZNF326"
"SMURF2",1.21344725495405e-06,0.293391650312442,0.448,0.173,0.0146450949200404,"4","SMURF2"
"SAMD11",1.22021932300098e-06,0.446950043852216,0.388,0.151,0.0147268270092989,"4","SAMD11"
"ACACA",1.24712676580378e-06,0.305617952645702,0.463,0.189,0.0150515729364858,"4","ACACA"
"CPT1A",1.25123080021674e-06,0.304298313824317,0.313,0.104,0.0151011045278159,"4","CPT1A"
"SHROOM3",1.2541897052022e-06,0.443472854811522,0.761,0.504,0.0151368155520854,"4","SHROOM3"
"ORMDL1",1.26260426831594e-06,0.394449957293231,0.716,0.388,0.015238370914305,"4","ORMDL1"
"ANKRD17",1.27017972005941e-06,0.34824613454509,0.642,0.322,0.015329799041397,"4","ANKRD17"
"ST8SIA4",1.27371862349756e-06,0.254201029088991,0.388,0.142,0.015372510066992,"4","ST8SIA4"
"AP3B21",1.27874170675845e-06,0.292269183239301,0.418,0.158,0.0154331336588677,"4","AP3B2"
"PPP1R9B1",1.28001674574658e-06,0.321592406444745,0.537,0.239,0.0154485221044154,"4","PPP1R9B"
"TULP4",1.31404685130817e-06,0.427165446691285,0.791,0.495,0.0158592314484383,"4","TULP4"
"HDGFL31",1.31839037143918e-06,0.395786638913909,1,0.968,0.0159116533928994,"4","HDGFL3"
"OAF",1.33154887875291e-06,0.362179940373464,0.478,0.209,0.0160704634176689,"4","OAF"
"PRKAR2B",1.3536354700249e-06,0.3284000418708,0.478,0.196,0.0163370264877305,"4","PRKAR2B"
"UBE3A",1.36014583603111e-06,0.354995325138645,0.642,0.326,0.0164156000950595,"4","UBE3A"
"KIF1B1",1.37701061437185e-06,0.409897658785403,0.94,0.835,0.0166191411048539,"4","KIF1B"
"HDDC2",1.42334681556868e-06,0.349948124173162,0.687,0.336,0.0171783727170985,"4","HDDC2"
"WDR89",1.44411761451742e-06,0.369825095210333,0.433,0.176,0.0174290554896108,"4","WDR89"
"PUM21",1.44614301284227e-06,0.34721949490432,0.597,0.275,0.0174535000219933,"4","PUM2"
"EPB41",1.50109006482637e-06,0.312284051419333,0.597,0.275,0.0181166559923894,"4","EPB41"
"CRAMP11",1.50950058368605e-06,0.451171986599645,0.657,0.358,0.0182181625445069,"4","CRAMP1"
"MFSD1",1.58332004848324e-06,0.274598079608897,0.328,0.112,0.0191090896651442,"4","MFSD1"
"SPRYD3",1.60483746229393e-06,0.268580573321172,0.433,0.171,0.0193687833324254,"4","SPRYD3"
"LDLRAD41",1.61265896835794e-06,0.25458483303609,0.328,0.112,0.019463181089112,"4","LDLRAD4"
"EPHB21",1.63350224578306e-06,0.274066112404902,0.463,0.187,0.0197147386043557,"4","EPHB2"
"DHTKD1",1.63573407084128e-06,0.288141297616625,0.433,0.176,0.0197416745009833,"4","DHTKD1"
"YPEL5",1.64046546444372e-06,0.354995325138645,0.612,0.297,0.0197987776903712,"4","YPEL5"
"YTHDF2",1.66818812841733e-06,0.407347839609528,0.836,0.586,0.0201333625218688,"4","YTHDF2"
"PCDHA51",1.67649655239675e-06,0.259996529903246,0.418,0.158,0.0202336368908764,"4","PCDHA5"
"UQCRHL",1.70420851610842e-06,0.256271431802306,0.388,0.144,0.0205680925809125,"4","UQCRHL"
"TTL1",1.72342693871089e-06,0.357880376764156,0.567,0.27,0.0208000397233017,"4","TTL"
"PEX5L1",1.74154875825352e-06,0.280966303750369,0.403,0.155,0.0210187519633617,"4","PEX5L"
"FGFR1OP",1.75319204555019e-06,0.327871903700208,0.716,0.369,0.0211592747977452,"4","FGFR1OP"
"SPATA13",1.80349379720746e-06,0.298526943977942,0.343,0.122,0.0217663666384969,"4","SPATA13"
"SPATA33",1.86938833538002e-06,0.39643885828287,0.746,0.444,0.0225616478197014,"4","SPATA33"
"ZRANB11",1.87914881250245e-06,0.255585777831715,0.672,0.304,0.022679447018092,"4","ZRANB1"
"ZNF32",1.89054795594196e-06,0.442943024414348,0.791,0.504,0.0228170232802635,"4","ZNF32"
"CTCF",1.96419068034368e-06,0.342931111113757,0.403,0.162,0.0237058173210679,"4","CTCF"
"CORO2B1",2.00660622019589e-06,0.345302776076264,0.448,0.183,0.0242177304715442,"4","CORO2B"
"RAPGEF2",2.03311822549557e-06,0.278064822664562,0.343,0.121,0.024537703863506,"4","RAPGEF2"
"SGF29",2.05496664049175e-06,0.324153904083129,0.731,0.381,0.0248013923840949,"4","SGF29"
"F3",2.06879353417934e-06,0.292735323848972,0.403,0.153,0.0249682691640105,"4","F3"
"LLGL2",2.07091373729421e-06,0.308690786695325,0.239,0.068,0.0249938578954039,"4","LLGL2"
"ARHGEF11",2.08448554712183e-06,0.314368460457276,0.328,0.117,0.0251576560682134,"4","ARHGEF11"
"RAX1",2.0905709415677e-06,0.385190810857871,0.985,0.854,0.0252311006937805,"4","RAX"
"PIK3R3",2.13092329196884e-06,0.352412164124643,0.493,0.214,0.025718113210772,"4","PIK3R3"
"CDC123",2.13545947997074e-06,0.264184981112908,0.567,0.254,0.0257728604637669,"4","CDC123"
"RALA",2.18167204837113e-06,0.328164617877966,0.552,0.246,0.0263305999517912,"4","RALA"
"PLXNA2",2.1940858800192e-06,0.293518475071074,0.328,0.113,0.0264804224859518,"4","PLXNA2"
"TEP1",2.22791702425327e-06,0.314318992952568,0.269,0.083,0.0268887305657127,"4","TEP1"
"VPS54",2.23414427813953e-06,0.25145441550453,0.448,0.174,0.026963887292866,"4","VPS54"
"ANKS3",2.25159290269636e-06,0.290613051885821,0.567,0.263,0.0271744747426424,"4","ANKS3"
"COL4A2",2.27991593600508e-06,0.480049435817968,0.567,0.279,0.0275163054316453,"4","COL4A2"
"PNMA11",2.30525480724123e-06,0.457662639697331,0.746,0.46,0.0278221202685944,"4","PNMA1"
"BBS12",2.35029067406263e-06,0.26109381525915,0.343,0.122,0.0283656581452618,"4","BBS12"
"ZSCAN32",2.39458520056118e-06,0.251512375625902,0.463,0.191,0.0289002487855728,"4","ZSCAN32"
"UBE3C",2.42368542213608e-06,0.343656470795135,0.701,0.363,0.0292514593597604,"4","UBE3C"
"NAP1L4",2.44475597380637e-06,0.339156067422376,0.582,0.277,0.029505759847869,"4","NAP1L4"
"KIAA1841",2.47575512600085e-06,0.305617952645702,0.522,0.234,0.0298798886157043,"4","KIAA1841"
"VRK11",2.48055319756731e-06,0.263602897166787,0.582,0.254,0.0299377965414399,"4","VRK1"
"MAP61",2.49511814296383e-06,0.383108961347559,0.866,0.676,0.0301135808674304,"4","MAP6"
"TMEM260",2.56607887935934e-06,0.276128578861794,0.418,0.164,0.0309700059949879,"4","TMEM260"
"ZNF276",2.56724358488094e-06,0.285603721163486,0.403,0.158,0.030984062825928,"4","ZNF276"
"COX17",2.58642285041335e-06,0.291790612482066,0.328,0.117,0.0312155373816387,"4","COX17"
"ADAM111",2.58994289189766e-06,0.290648996600506,0.403,0.158,0.0312580207623129,"4","ADAM11"
"CNTRL",2.63326525607365e-06,0.296956559564678,0.448,0.187,0.0317808783755529,"4","CNTRL"
"GADD45G1",2.63340436242374e-06,0.381234999290397,0.582,0.279,0.0317825572500922,"4","GADD45G"
"FARSB",2.64961399234535e-06,0.270443317338362,0.403,0.153,0.031978191273616,"4","FARSB"
"MPRIP1",2.71154380112876e-06,0.36867221887715,0.985,0.937,0.032725622135823,"4","MPRIP"
"LARP4",2.72624701357951e-06,0.39019431654306,0.91,0.858,0.0329030752068912,"4","LARP4"
"NDUFAF1",2.729556233847e-06,0.275244303602183,0.403,0.158,0.0329430141862994,"4","NDUFAF1"
"B3GAT3",2.76075386640945e-06,0.268324889662392,0.299,0.099,0.0333195384136956,"4","B3GAT3"
"SH3GL21",2.78142987253807e-06,0.387201535979018,0.448,0.191,0.033569077131662,"4","SH3GL2"
"TRAF3IP1",2.86488337492629e-06,0.360829857611852,0.537,0.255,0.0345762774519853,"4","TRAF3IP1"
"SRFBP1",2.89056053907914e-06,0.260447301674102,0.373,0.14,0.0348861751461461,"4","SRFBP1"
"SRRT",2.89559732122622e-06,0.433243238737688,0.896,0.849,0.0349469640698792,"4","SRRT"
"NDUFAF6",2.91640847059416e-06,0.250084229703782,0.299,0.099,0.0351981338316009,"4","NDUFAF6"
"EXTL2",2.92613655665609e-06,0.29385998176953,0.463,0.2,0.0353155421022823,"4","EXTL2"
"CCHCR1",2.93858610975735e-06,0.289552140286066,0.343,0.126,0.0354657957586614,"4","CCHCR1"
"BNIP21",2.95710640448436e-06,0.312611156066668,0.701,0.362,0.0356893171957217,"4","BNIP2"
"RARA1",2.96921772634036e-06,0.461689565209649,0.955,0.975,0.0358354887392018,"4","RARA"
"PPP1R12B",3.00039826239153e-06,0.393342428179525,0.597,0.293,0.0362118066288033,"4","PPP1R12B"
"EIF4E",3.05789508338926e-06,0.349793049866626,0.597,0.284,0.036905735761425,"4","EIF4E"
"ECHS1",3.06514034925839e-06,0.325377737076826,0.627,0.322,0.0369931788751995,"4","ECHS1"
"PARD3",3.08459701480607e-06,0.413081823195927,0.821,0.682,0.0372280013716945,"4","PARD3"
"DAP31",3.11263048410553e-06,0.389279546848212,0.567,0.277,0.0375663373126697,"4","DAP3"
"TAF1C",3.1657172528839e-06,0.339080233889762,0.537,0.261,0.0382070415250557,"4","TAF1C"
"TSPAN14",3.18277770428592e-06,0.361619996628461,0.642,0.338,0.0384129441130267,"4","TSPAN14"
"CRADD",3.21672116729418e-06,0.25208963751856,0.343,0.122,0.0388226077680734,"4","CRADD"
"TIMM101",3.22381250792768e-06,0.303573026660677,0.448,0.191,0.0389081931581792,"4","TIMM10"
"DENND5B",3.32349844550811e-06,0.260293962136211,0.403,0.158,0.0401113027388374,"4","DENND5B"
"GRIK3",3.36766385051087e-06,0.260293962136211,0.373,0.138,0.0406443350118157,"4","GRIK3"
"SRSF31",3.48075955075661e-06,0.387447411672779,0.97,0.905,0.0420092870180815,"4","SRSF3"
"GALNT7",3.51238301117641e-06,0.321306563883782,0.567,0.263,0.042390950561888,"4","GALNT7"
"TMEM138",3.53930835048337e-06,0.29136396896546,0.448,0.187,0.0427159124819837,"4","TMEM138"
"YPEL31",3.58526976445429e-06,0.40899569249101,0.552,0.255,0.0432706207871989,"4","YPEL3"
"CDK9",3.60871489049055e-06,0.332688643664064,0.925,0.739,0.0435535800133304,"4","CDK9"
"GNG21",3.62345028935543e-06,0.290069996295392,0.478,0.201,0.0437314215422306,"4","GNG2"
"NEMF",3.68678011830683e-06,0.338941524327194,0.567,0.273,0.0444957492478451,"4","NEMF"
"LRBA",3.70916060547203e-06,0.269710592209437,0.433,0.176,0.0447658593474419,"4","LRBA"
"DBT",3.75956642997152e-06,0.2695606650986,0.343,0.124,0.0453742072433263,"4","DBT"
"KPNA61",3.77010382288669e-06,0.381540676607923,0.612,0.32,0.0455013830384195,"4","KPNA6"
"FAM168A",3.89674341513997e-06,0.273511336377728,0.448,0.187,0.0470297962773243,"4","FAM168A"
"UBE4B1",3.9197917832447e-06,0.284443240448648,0.612,0.29,0.0473079670319803,"4","UBE4B"
"BMPR2",3.92339662122673e-06,0.323860145971505,0.597,0.29,0.0473514738215854,"4","BMPR2"
"HNRNPD1",3.92760801446152e-06,0.371345441641845,0.925,0.833,0.0474023011265361,"4","HNRNPD"
"NOP2",3.95403554072613e-06,0.258170790243241,0.418,0.169,0.0477212549410237,"4","NOP2"
"C1orf56",4.11648024588728e-06,0.293518475071074,0.358,0.138,0.0496818000876135,"4","C1orf56"
"VOPP1",4.15988751797748e-06,0.283260187324631,0.328,0.119,0.0502056824544702,"4","VOPP1"
"TRAF3",4.17284173458867e-06,0.293518475071074,0.358,0.138,0.0503620268947506,"4","TRAF3"
"RASA1",4.17764140232871e-06,0.253080131627195,0.493,0.205,0.0504199540847052,"4","RASA1"
"NFIB",4.19205203984826e-06,0.374779977153098,0.806,0.504,0.0505938760689287,"4","NFIB"
"FAM111A",4.20687339489437e-06,0.26109381525915,0.328,0.117,0.0507727550029801,"4","FAM111A"
"E2F51",4.21788442427061e-06,0.356858069155835,0.567,0.284,0.050905647116522,"4","E2F5"
"PSMC5",4.22506891138464e-06,0.413950574433775,0.821,0.568,0.0509923566915013,"4","PSMC5"
"MGARP1",4.24936131744689e-06,0.44602994758084,0.493,0.237,0.0512855417402665,"4","MGARP"
"BICDL1",4.31491524442362e-06,0.273132527122331,0.657,0.311,0.0520767120849487,"4","BICDL1"
"CARNMT1",4.34791260609995e-06,0.436057050976232,0.507,0.245,0.0524749572430203,"4","CARNMT1"
"USF1",4.4826503701524e-06,0.39627691238374,0.582,0.308,0.0541011073173693,"4","USF1"
"SRPK1",4.49855210002769e-06,0.348049611538575,0.582,0.295,0.0542930252952342,"4","SRPK1"
"AACS1",4.50375235990283e-06,0.389397073225279,0.746,0.48,0.0543557872316673,"4","AACS"
"BCDIN3D",4.60504175185556e-06,0.29433756358053,0.433,0.183,0.0555782489031447,"4","BCDIN3D"
"ZMYM4",4.62839208379922e-06,0.330385857794644,0.403,0.164,0.0558600640593728,"4","ZMYM4"
"MCF2L1",4.82186049860996e-06,0.44350522291762,0.806,0.574,0.0581950343577236,"4","MCF2L"
"NDUFA2",4.9036384017546e-06,0.33319617321961,0.463,0.207,0.0591820118707763,"4","NDUFA2"
"KIF21B1",4.9143269172991e-06,0.467889381544579,0.701,0.379,0.0593110115648828,"4","KIF21B"
"CTNNBIP11",4.94067500733609e-06,0.40142247278621,0.731,0.414,0.0596290066635392,"4","CTNNBIP1"
"TK2",4.96497970311718e-06,0.271221773268278,0.388,0.153,0.0599223400369213,"4","TK2"
"ARHGEF17",4.98320902455978e-06,0.324723651358706,0.687,0.365,0.060142349717412,"4","ARHGEF17"
"TIPRL1",5.00442222489217e-06,0.333072798916205,0.522,0.25,0.0603983718322237,"4","TIPRL"
"TMTC4",5.04702098473262e-06,0.352412164124643,0.493,0.225,0.060912496264738,"4","TMTC4"
"MYCN1",5.08254669487909e-06,0.391376487683792,0.687,0.369,0.0613412560604957,"4","MYCN"
"RDH101",5.11158320769447e-06,0.377366740545181,0.687,0.388,0.0616916977336645,"4","RDH10"
"ZNF92",5.14161539435838e-06,0.277725293105938,0.358,0.137,0.0620541561945113,"4","ZNF92"
"ZNF6091",5.14282989952789e-06,0.380016625519245,0.657,0.356,0.0620688140574021,"4","ZNF609"
"ELAC2",5.20660998732044e-06,0.363138570717701,0.642,0.336,0.0628385759369704,"4","ELAC2"
"TMEM181",5.2257699583459e-06,0.279899664340275,0.358,0.137,0.0630698176272767,"4","TMEM181"
"ARL5A",5.2265827181354e-06,0.324397787955046,0.403,0.167,0.0630796268251761,"4","ARL5A"
"PPP1R10",5.24912231239588e-06,0.381363537820772,0.746,0.441,0.0633516571883059,"4","PPP1R10"
"ZNF608",5.27245161884134e-06,0.348182624182695,0.955,0.874,0.0636332185877962,"4","ZNF608"
"SMU1",5.27725490012162e-06,0.292932303005883,0.463,0.203,0.0636911893895679,"4","SMU1"
"MSRA",5.36627978363629e-06,0.312611156066668,0.493,0.221,0.0647656307087064,"4","MSRA"
"CNPY2",5.37955630119648e-06,0.327602591288963,0.881,0.813,0.0649258649991403,"4","CNPY2"
"DLG5",5.42263521070228e-06,0.327180757801839,0.463,0.21,0.0654457843579658,"4","DLG5"
"PALM",5.46772873484355e-06,0.251755950679813,0.418,0.171,0.0659900181008268,"4","PALM"
"CTBS",5.48600981780699e-06,0.414482033907972,0.567,0.279,0.0662106524911125,"4","CTBS"
"CIR11",5.50300056762801e-06,0.272718428943155,0.507,0.221,0.0664157138507024,"4","CIR1"
"FER",5.53288932552336e-06,0.422189337539523,0.672,0.39,0.0667764412697415,"4","FER"
"MBTD1",5.65780874758075e-06,0.334033634809788,0.537,0.261,0.0682840937745521,"4","MBTD1"
"COPS4",5.66736138696943e-06,0.259436151166005,0.478,0.207,0.068399384579334,"4","COPS4"
"TRIM67",5.78427826023163e-06,0.273979336365605,0.328,0.117,0.0698104543227355,"4","TRIM67"
"HEBP21",5.88194761593962e-06,0.345492750184852,0.627,0.324,0.0709892257767753,"4","HEBP2"
"TSC1",5.97604095468244e-06,0.278064822664562,0.358,0.14,0.0721248382820624,"4","TSC1"
"AASDHPPT",5.98662380640483e-06,0.305617952645702,0.612,0.295,0.0722525627194999,"4","AASDHPPT"
"CLIP11",6.02747668900733e-06,0.32516410168754,0.537,0.264,0.0727456161596295,"4","CLIP1"
"PLCD3",6.06073402862922e-06,0.550351541736552,0.493,0.234,0.0731469989915261,"4","PLCD3"
"KRBA2",6.0642442585467e-06,0.288229945196663,0.313,0.113,0.0731893639564001,"4","KRBA2"
"ZNF8211",6.0696152376285e-06,0.282920499877816,0.463,0.198,0.0732541863029384,"4","ZNF821"
"SVBP1",6.08804807070929e-06,0.310486300356939,0.567,0.272,0.0734766521653904,"4","SVBP"
"KDM4A",6.14544868767749e-06,0.371732386448634,0.627,0.326,0.0741694202115796,"4","KDM4A"
"TALDO1",6.23992464976771e-06,0.279956430951504,0.582,0.279,0.0753096505980465,"4","TALDO1"
"GFOD21",6.24245476190324e-06,0.359475556647212,0.567,0.284,0.0753401865214102,"4","GFOD2"
